ISO,Year,IGVA
KGZ,2011,1351298725.31508
KGZ,2012,1219584027.16891
KGZ,2013,1565561457.47896
KGZ,2014,1666000850.66019
KGZ,2015,1719511022.685
KGZ,2016,1838930635.29739
KGZ,2017,2022660136.23617
KGZ,2018,2140913903.76462
KGZ,2019,2321854550.9039
KHM,2000,935596191.459415
KHM,2001,1040373320.12473
KHM,2002,1217949358.54796
KHM,2003,1364670838.78917
KHM,2004,1591269810.65288
KHM,2005,1793275697.51845
KHM,2006,2120889926.09809
KHM,2007,2299145474.43665
KHM,2008,2392128067.03303
KHM,2009,2165037818.6942
KHM,2010,2458530946.72111
KHM,2011,2814486905.78426
KHM,2012,3077266474.03842
KHM,2013,3407338867.49353
KHM,2014,3751078611.72377
KHM,2015,4182402151.77976
KHM,2016,4624145654.85242
KHM,2017,5074927411.73845
KHM,2018,5663864425.24048
KHM,2019,6302892045.38415
KIR,2000,17787247.8217132
KIR,2001,16456084.0947991
KIR,2002,14921144.5800582
KIR,2003,15018211.2802533
KIR,2004,13801984.8115835
KIR,2005,13353678.0783645
KIR,2006,18729630.4871835
KIR,2007,18764214.5167895
KIR,2008,17009171.4381624
KIR,2009,16909404.8694851
KIR,2010,18520454.9623922
KIR,2011,19670856.0661615
KIR,2012,23911963.7562757
KIR,2013,27730220.6160035
KIR,2014,27005755.9066002
KIR,2015,33378602.6111979
KIR,2016,32569927.7181817
KIR,2017,27636882.3056172
KIR,2018,29850260.2003972
KIR,2019,29850260.2003972
KNA,2000,201598165.453373
KNA,2001,235474334.568319
KNA,2002,230059082.929143
KNA,2003,190872768.32498
KNA,2004,182377449.508753
KNA,2005,194793684.701699
KNA,2006,184081997.071127
KNA,2007,183108622.725857
KNA,2008,190795081.170662
KNA,2009,190676265.522883
KNA,2010,175559259.259259
KNA,2011,157238800.338199
KNA,2012,143629838.834852
KNA,2013,167306141.571199
KNA,2014,185187896.561997
KNA,2015,195447170.764486
KNA,2016,201849506.246752
KNA,2017,211217663.090896
KNA,2018,200898981.064517
KNA,2019,201150321.857897
KOR,2000,390318763456.254
KOR,2001,390318763456.254
KOR,2002,390318763456.254
KOR,2003,390318763456.254
KOR,2004,390318763456.254
KOR,2005,390318763456.254
KOR,2006,390318763456.254
KOR,2007,390318763456.254
KOR,2008,390318763456.254
KOR,2009,390318763456.254
KOR,2010,390318763456.254
KOR,2011,390318763456.254
KOR,2012,390318763456.254
KOR,2013,390318763456.254
KOR,2014,390318763456.254
KOR,2015,390318763456.254
KOR,2016,390318763456.254
KOR,2017,390318763456.254
KOR,2018,390318763456.254
KOR,2019,390318763456.254
KWT,2000,76252267969.2952
KWT,2001,76252267969.2952
KWT,2002,76252267969.2952
KWT,2003,76252267969.2952
KWT,2004,76252267969.2952
KWT,2005,76252267969.2952
KWT,2006,76252267969.2952
KWT,2007,76252267969.2952
KWT,2008,76252267969.2952
KWT,2009,76252267969.2952
KWT,2010,76252267969.2952
KWT,2011,88101186322.4006
KWT,2012,97066992323.7962
KWT,2013,95796929518.4927
KWT,2014,95335659455.6874
KWT,2015,93703070481.5073
KWT,2016,96974877878.5764
KWT,2017,91068039078.8556
KWT,2018,91237516990.7059
KWT,2019,89616435978.0513
LAO,2000,637568941.489037
LAO,2001,702128418.447533
LAO,2002,773110631.315109
LAO,2003,914816602.129676
LAO,2004,984304035.170768
LAO,2005,1109053210.44541
LAO,2006,1304070402.03404
LAO,2007,1405415702.49767
LAO,2008,1586612763.02863
LAO,2009,1819101787.11296
LAO,2010,2171554805.51517
LAO,2011,2531608595.07844
LAO,2012,2859563223.92336
LAO,2013,3079828775.41668
LAO,2014,3304955508.77229
LAO,2015,3536671844.20789
LAO,2016,3960999007.65358
LAO,2017,4420758785.56215
LAO,2018,4766010724.04801
LAO,2019,5033051647.68287
LBN,2000,3045214730.74627
LBN,2001,3098947020.82919
LBN,2002,3228712941.35987
LBN,2003,3338350805.57214
LBN,2004,3545718452.73632
LBN,2005,3725470130.41459
LBN,2006,3718146211.9403
LBN,2007,4374069915.42288
LBN,2008,4777437082.58706
LBN,2009,5000592638.07628
LBN,2010,5308863751.97347
LBN,2011,5424607694.26202
LBN,2012,5519604348.98839
LBN,2013,5845237903.61526
LBN,2014,5686067489.95025
LBN,2015,5397909107.06468
LBN,2016,5511017879.46932
LBN,2017,5330941827.13101
LBN,2018,5107322887.36318
LBN,2019,4218092853.39967
LBR,2000,32526959.6802899
LBR,2001,24737821.3949275
LBR,2002,20466339.784058
LBR,2003,18376708.6852174
LBR,2004,35978455.8024638
LBR,2005,38687998.2471015
LBR,2006,44742340.2557971
LBR,2007,51352749.4011594
LBR,2008,60954426.2314493
LBR,2009,101340014.492754
LBR,2010,99892300.0
LBR,2011,121608017.391304
LBR,2012,178068882.608696
LBR,2013,288095184.057971
LBR,2014,319944902.898551
LBR,2015,269274895.652174
LBR,2016,299676900.0
LBR,2017,348899192.753623
LBR,2018,418679031.304348
LBR,2019,440536914.258841
LBY,2000,0.0
LBY,2001,0.0
LBY,2002,0.0
LBY,2003,0.0
LBY,2004,0.0
LBY,2005,0.0
LBY,2006,0.0
LBY,2007,0.0
LBY,2008,0.0
LBY,2009,0.0
LBY,2010,0.0
LBY,2011,0.0
LBY,2012,0.0
LBY,2013,0.0
LBY,2014,0.0
LBY,2015,0.0
LBY,2016,0.0
LBY,2017,0.0
LBY,2018,0.0
LBY,2019,0.0
LCA,2000,131733498.765881
LCA,2001,118634058.406317
LCA,2002,115438947.342599
LCA,2003,124192959.405256
LCA,2004,147706784.011285
LCA,2005,127077510.904913
LCA,2006,161856624.502314
LCA,2007,147640782.480542
LCA,2008,181003065.476774
LCA,2009,176313771.915231
LCA,2010,177612592.592593
LCA,2011,180530856.373096
LCA,2012,181387961.467144
LCA,2013,175270995.163857
LCA,2014,176172688.561015
LCA,2015,188266384.855603
LCA,2016,190450974.536153
LCA,2017,198567129.916178
LCA,2018,191764499.866668
LCA,2019,197541056.837626
LIE,2000,0.0
LIE,2001,0.0
LIE,2002,0.0
LIE,2003,0.0
LIE,2004,0.0
LIE,2005,0.0
LIE,2006,0.0
LIE,2007,0.0
LIE,2008,0.0
LIE,2009,0.0
LIE,2010,0.0
LIE,2011,0.0
LIE,2012,0.0
LIE,2013,0.0
LIE,2014,0.0
LIE,2015,0.0
LIE,2016,0.0
LIE,2017,0.0
LIE,2018,0.0
LIE,2019,0.0
LKA,2000,9242110995.0515
LKA,2001,9034029697.20823
LKA,2002,9109475517.95657
LKA,2003,9534525668.09211
LKA,2004,10050470996.6435
LKA,2005,10853133897.9078
LKA,2006,11734077255.0182
LKA,2007,12626629496.4379
LKA,2008,13373891781.2399
LKA,2009,13937200958.7448
LKA,2010,15114091349.6279
LKA,2011,16512231080.4895
LKA,2012,18003894147.1461
LKA,2013,18742226102.7997
LKA,2014,19623407914.9512
LKA,2015,20056916330.9438
LKA,2016,21198810385.2226
LKA,2017,22194600214.0371
LKA,2018,22475543416.3685
LKA,2019,23068347145.2136
LSO,2000,468028075.281402
LSO,2001,494875148.350287
LSO,2002,526473041.382454
LSO,2003,566204401.384457
LSO,2004,566862642.391528
LSO,2005,579940755.145393
LSO,2006,617349175.062974
LSO,2007,642273739.413376
LSO,2008,697695740.809584
LSO,2009,654657876.616388
LSO,2010,703128596.409738
LSO,2011,725364221.538785
LSO,2012,763186497.618554
LSO,2013,683804058.626395
LSO,2014,652173924.175128
LSO,2015,677699452.024756
LSO,2016,691081977.814897
LSO,2017,668552893.699098
LSO,2018,692922744.981598
LSO,2019,683892810.769873
LTU,2000,5641891513.2701
LTU,2001,6351436586.15832
LTU,2002,6790601747.56463
LTU,2003,7984761805.64612
LTU,2004,8889320114.24789
LTU,2005,9732130383.73852
LTU,2006,10999882586.5444
LTU,2007,12231837580.5233
LTU,2008,12444434248.2397
LTU,2009,9351082033.78535
LTU,2010,9727011591.35605
LTU,2011,10735455386.664
LTU,2012,10920915341.9129
LTU,2013,11426884790.8714
LTU,2014,12096434852.7463
LTU,2015,12236594599.1269
LTU,2016,12329835352.273
LTU,2017,12977344193.3788
LTU,2018,13552108298.8489
LTU,2019,14178303145.7987
LUX,2000,6666019083.78071
LUX,2001,6481934463.34501
LUX,2002,6760782079.6944
LUX,2003,7135286438.0917
LUX,2004,7232665908.19546
LUX,2005,7191797334.96647
LUX,2006,6792170349.72615
LUX,2007,7887416789.93485
LUX,2008,6688784293.28415
LUX,2009,5925446200.06336
LUX,2010,6080986288.16714
LUX,2011,6004557452.08217
LUX,2012,5832496602.10319
LUX,2013,6291399327.33182
LUX,2014,6386252993.14318
LUX,2015,6767370366.41512
LUX,2016,7347809613.05684
LUX,2017,7403199500.28761
LUX,2018,7848166144.49036
LUX,2019,7968023506.49974
LVA,2000,4123289517.00328
LVA,2001,4320873964.46004
LVA,2002,4801062765.08016
LVA,2003,5122755685.16161
LVA,2004,5516695572.91207
LVA,2005,5902830497.7855
LVA,2006,6762518056.83951
LVA,2007,7178182210.4953
LVA,2008,6870892640.45162
LVA,2009,5232243576.8955
LVA,2010,4898085856.01906
LVA,2011,5377114124.41892
LVA,2012,5542141097.77799
LVA,2013,5493251169.21943
LVA,2014,5275127780.72929
LVA,2015,5541928589.33481
LVA,2016,5543453927.71586
LVA,2017,5937352494.38014
LVA,2018,6130602950.19848
LVA,2019,6219668780.54274
MAC,2000,2540004929.87038
MAC,2001,2540004929.87038
MAC,2002,2540004929.87038
MAC,2003,2540004929.87038
MAC,2004,2540004929.87038
MAC,2005,2540004929.87038
MAC,2006,2540004929.87038
MAC,2007,2540004929.87038
MAC,2008,2540004929.87038
MAC,2009,1659364943.16357
MAC,2010,1358001549.57387
MAC,2011,1400520240.53806
MAC,2012,1549254516.37272
MAC,2013,1594532053.69718
MAC,2014,2113763167.20837
MAC,2015,2414477420.47801
MAC,2016,2002922457.55744
MAC,2017,1613843978.21909
MAC,2018,1478741649.10577
MAC,2019,1559803046.57376
MAR,2000,16356645080.9739
MAR,2001,17032978229.1732
MAR,2002,17499483451.8115
MAR,2003,18176369228.2968
MAR,2004,18835081441.0234
MAR,2005,19731439962.6794
MAR,2006,20600905665.1337
MAR,2007,21928843963.5182
MAR,2008,23222579855.5057
MAR,2009,21695290517.0723
MAR,2010,23916979518.1295
MAR,2011,25424127600.5558
MAR,2012,25618441981.1066
MAR,2013,25770277120.9717
MAR,2014,26666968035.1348
MAR,2015,27146074558.3949
MAR,2016,27321126374.4072
MAR,2017,28293314335.9873
MAR,2018,29138287227.691
MAR,2019,30169401049.1999
MCO,2000,693677581.86398
MCO,2001,693677581.86398
MCO,2002,693677581.86398
MCO,2003,693677581.86398
MCO,2004,693677581.86398
MCO,2005,693677581.86398
MCO,2006,693677581.86398
MCO,2007,693677581.86398
MCO,2008,693677581.86398
MCO,2009,693677581.86398
MCO,2010,693677581.86398
MCO,2011,734845419.594326
MCO,2012,749966856.68832
MCO,2013,889168765.743073
MCO,2014,861063237.438685
MCO,2015,861063237.438685
MCO,2016,861063237.438685
MCO,2017,861063237.438685
MCO,2018,861063237.438685
MCO,2019,861063237.438685
MDA,2000,1218387790.73998
MDA,2001,1286727963.58727
MDA,2002,1327390482.88909
MDA,2003,1564637942.32495
MDA,2004,1691574664.69404
MDA,2005,1735890955.8342
MDA,2006,1670068176.85722
MDA,2007,1651097596.46868
MDA,2008,1680817370.42517
MDA,2009,1346838948.04071
MDA,2010,1425255835.01087
MDA,2011,1531992432.87817
MDA,2012,1546387030.79398
MDA,2013,1638646406.82981
MDA,2014,1784123070.82858
MDA,2015,1827917731.80374
MDA,2016,1839200625.74277
MDA,2017,1909871067.88581
MDA,2018,2072223553.47514
MDA,2019,2222832625.93679
MDG,2000,1019250250.72754
MDG,2001,1107005410.06527
MDG,2002,855010643.028718
MDG,2003,941316033.840226
MDG,2004,984899672.416742
MDG,2005,1015063413.84815
MDG,2006,1049747077.61283
MDG,2007,1100617055.83185
MDG,2008,1179104023.08254
MDG,2009,1112322173.12791
MDG,2010,1132277289.21745
MDG,2011,1138537675.52577
MDG,2012,1242700989.72271
MDG,2013,1581841515.64875
MDG,2014,1691884342.86371
MDG,2015,1805153988.53686
MDG,2016,1891561069.13865
MDG,2017,2001307299.06018
MDG,2018,2163622633.02168
MDG,2019,2349694179.48082
MDV,2000,111706726.834513
MDV,2001,124450867.570509
MDV,2002,131072946.118426
MDV,2003,151896790.026118
MDV,2004,188284266.433054
MDV,2005,215145851.667137
MDV,2006,242031981.190092
MDV,2007,276269412.649587
MDV,2008,304210231.387344
MDV,2009,227479176.352389
MDV,2010,244110445.3125
MDV,2011,281339880.39567
MDV,2012,292830818.617518
MDV,2013,275322545.854116
MDV,2014,319818855.065346
MDV,2015,377841467.063467
MDV,2016,411473232.100513
MDV,2017,464973946.55617
MDV,2018,537439074.512262
MDV,2019,545439356.3222
MEX,2000,327227417100.132
MEX,2001,320082487506.18
MEX,2002,315271178486.828
MEX,2003,320818771775.969
MEX,2004,333180004072.852
MEX,2005,340344259899.738
MEX,2006,354399028797.664
MEX,2007,357682663963.861
MEX,2008,353928985337.545
MEX,2009,327470228323.913
MEX,2010,342324708056.347
MEX,2011,352078158904.824
MEX,2012,362093213292.678
MEX,2013,361285161001.362
MEX,2014,370581001076.084
MEX,2015,374662687843.139
MEX,2016,375848602693.269
MEX,2017,374911664791.422
MEX,2018,376788728073.95
MEX,2019,370489280027.893
MHL,2000,13885356.8108096
MHL,2001,14919334.6298074
MHL,2002,16224920.9004744
MHL,2003,14479745.3413044
MHL,2004,18039925.1133463
MHL,2005,14894864.1819467
MHL,2006,20128024.9321774
MHL,2007,19308805.7122223
MHL,2008,17131544.2339209
MHL,2009,18239541.7778011
MHL,2010,21902200.0
MHL,2011,20971714.5999932
MHL,2012,15211763.2415349
MHL,2013,17195627.0642301
MHL,2014,17179403.562886
MHL,2015,14958811.8164114
MHL,2016,14532606.9165172
MHL,2017,14432021.2081838
MHL,2018,15577468.001
MHL,2019,17949141.1037416
MKD,2000,1421374891.39406
MKD,2001,1382407587.3095
MKD,2002,1414496696.36929
MKD,2003,1555869637.13742
MKD,2004,1597111404.11862
MKD,2005,1721083333.5691
MKD,2006,1840615949.89601
MKD,2007,1650739402.7779
MKD,2008,1741334274.2994
MKD,2009,1831381082.47232
MKD,2010,1980563925.95781
MKD,2011,2387720187.62341
MKD,2012,2267666911.11534
MKD,2013,2440964541.93868
MKD,2014,2650653579.10823
MKD,2015,2816196113.54906
MKD,2016,2734918318.95355
MKD,2017,2776653342.94848
MKD,2018,2721216735.23886
MKD,2019,2838255663.32971
MLI,2000,1422610162.39056
MLI,2001,1704114742.67666
MLI,2002,1999086281.45957
MLI,2003,2001026987.69092
MLI,2004,2100756503.08439
MLI,2005,2279643618.10542
MLI,2006,2308098170.67261
MLI,2007,2334568730.21355
MLI,2008,2361385911.69662
MLI,2009,2438785341.0613
MLI,2010,2430080540.53978
MLI,2011,2528910103.85796
MLI,2012,2310949979.85483
MLI,2013,2302117095.91165
MLI,2014,2488158301.39628
MLI,2015,2477809004.02622
MLI,2016,2491131916.18685
MLI,2017,2659318521.1802
MLI,2018,2806685494.23334
MLI,2019,2910393999.00593
MLT,2000,1587275619.77993
MLT,2001,1587275619.77993
MLT,2002,1587275619.77993
MLT,2003,1587275619.77993
MLT,2004,1587275619.77993
MLT,2005,1587275619.77993
MLT,2006,1587275619.77993
MLT,2007,1587275619.77993
MLT,2008,1587275619.77993
MLT,2009,1587275619.77993
MLT,2010,1587275619.77993
MLT,2011,1587275619.77993
MLT,2012,1587275619.77993
MLT,2013,1587275619.77993
MLT,2014,1587275619.77993
MLT,2015,1587275619.77993
MLT,2016,1587275619.77993
MLT,2017,1587275619.77993
MLT,2018,1587275619.77993
MLT,2019,1587275619.77993
MMR,2000,1611124381.08907
MMR,2001,1962545402.67676
MMR,2002,2649118454.32666
MMR,2003,3199148279.34622
MMR,2004,3883533378.29096
MMR,2005,4658039989.3953
MMR,2006,6028542410.94479
MMR,2007,7162167674.13925
MMR,2008,8430940322.01136
MMR,2009,9976466715.12781
MMR,2010,13635898747.0241
MMR,2011,15030194281.8052
MMR,2012,16233077391.7166
MMR,2013,18084780023.7213
MMR,2014,20281553094.3497
MMR,2015,21969924875.3819
MMR,2016,23884033321.6582
MMR,2017,25872652061.7249
MMR,2018,28043271074.9983
MMR,2019,28407833598.9732
MNE,2000,609319337.645454
MNE,2001,600119960.409299
MNE,2002,578718692.964747
MNE,2003,574373137.989931
MNE,2004,616880443.436368
MNE,2005,617857706.759239
MNE,2006,666652061.331709
MNE,2007,718177331.690496
MNE,2008,813922898.576244
MNE,2009,684513355.729758
MNE,2010,710464006.363516
MNE,2011,710790513.793046
MNE,2012,653496366.290588
MNE,2013,705769528.068585
MNE,2014,707892782.076793
MNE,2015,721959709.135187
MNE,2016,805065493.996457
MNE,2017,883513639.080656
MNE,2018,1018835937.81038
MNE,2019,1075784463.55801
MNG,2000,1362303020.52033
MNG,2001,1536261321.82987
MNG,2002,1589393428.25491
MNG,2003,1694937449.23785
MNG,2004,1953538131.13632
MNG,2005,2035941267.55389
MNG,2006,2164060110.05227
MNG,2007,2315994476.31144
MNG,2008,2297712115.68325
MNG,2009,2288241101.26846
MNG,2010,2386494389.87485
MNG,2011,2595873356.61791
MNG,2012,2981069227.23332
MNG,2013,3417543727.11328
MNG,2014,3849994236.82387
MNG,2015,4232779676.15681
MNG,2016,4214014042.7402
MNG,2017,4244087151.29321
MNG,2018,4577605154.93667
MNG,2019,4717820415.57061
MNP,2000,0.0
MNP,2001,0.0
MNP,2002,0.0
MNP,2003,0.0
MNP,2004,0.0
MNP,2005,0.0
MNP,2006,0.0
MNP,2007,0.0
MNP,2008,0.0
MNP,2009,0.0
MNP,2010,0.0
MNP,2011,0.0
MNP,2012,0.0
MNP,2013,0.0
MNP,2014,0.0
MNP,2015,0.0
MNP,2016,0.0
MNP,2017,0.0
MNP,2018,0.0
MNP,2019,0.0
MOZ,2000,679662627.196755
MOZ,2001,852934415.724695
MOZ,2002,942247700.740956
MOZ,2003,1084895078.80679
MOZ,2004,1261557448.55965
MOZ,2005,1321838159.46508
MOZ,2006,1422083633.95851
MOZ,2007,1522849546.82484
MOZ,2008,1629333964.77843
MOZ,2009,1758545267.75137
MOZ,2010,1824819111.25114
MOZ,2011,1946438279.63652
MOZ,2012,2046339759.29592
MOZ,2013,2164132986.01922
MOZ,2014,2353461239.30039
MOZ,2015,2612092517.05457
MOZ,2016,2781104605.35887
MOZ,2017,3047827692.83118
MOZ,2018,3175063570.16728
MOZ,2019,3149538890.82339
MRT,2000,1899715703.55016
MRT,2001,1746181536.25435
MRT,2002,1789149934.75092
MRT,2003,1848503777.14404
MRT,2004,2010132694.70271
MRT,2005,2236556289.49141
MRT,2006,3072470310.0133
MRT,2007,2683228961.25121
MRT,2008,2413204762.62817
MRT,2009,2286355447.1992
MRT,2010,2149833700.62415
MRT,2011,2202458605.54055
MRT,2012,2215481410.25885
MRT,2013,2385040459.63222
MRT,2014,2381499799.21909
MRT,2015,2465290295.5978
MRT,2016,2467374961.85672
MRT,2017,2547744747.30843
MRT,2018,2334151275.94454
MRT,2019,2501753218.28138
MUS,2000,1795711910.05029
MUS,2001,1876037234.14547
MUS,2002,1832014806.11574
MUS,2003,1894566176.49423
MUS,2004,1909429618.74947
MUS,2005,1842458065.0068
MUS,2006,1924180498.61342
MUS,2007,2023854977.33525
MUS,2008,2126474082.95639
MUS,2009,2190195203.90068
MUS,2010,2248021725.28943
MUS,2011,2248015169.68298
MUS,2012,2266685842.23335
MUS,2013,2300594998.80057
MUS,2014,2293211750.89393
MUS,2015,2277465868.34879
MUS,2016,2289723522.74813
MUS,2017,2353200285.00787
MUS,2018,2414596840.47111
MUS,2019,2473538576.42832
MWI,2000,587623048.415575
MWI,2001,524633512.463228
MWI,2002,486305424.33318
MWI,2003,540041711.991824
MWI,2004,567113655.891185
MWI,2005,608105494.372593
MWI,2006,668577423.785624
MWI,2007,760289616.956183
MWI,2008,824036153.361061
MWI,2009,977676724.919876
MWI,2010,1058897563.70497
MWI,2011,1079527342.2834
MWI,2012,1073624788.1042
MWI,2013,1110882437.45128
MWI,2014,1163040752.43859
MWI,2015,1203747573.70585
MWI,2016,1232637169.9293
MWI,2017,1259752522.98044
MWI,2018,1349921473.09717
MWI,2019,1453445064.73659
MYS,2000,84141373124.9431
MYS,2001,82035705471.7863
MYS,2002,85472630224.8531
MYS,2003,91789801493.376
MYS,2004,98195536792.5903
MYS,2005,101272273201.859
MYS,2006,105634589379.923
MYS,2007,106468321690.063
MYS,2008,105537421211.363
MYS,2009,98496333437.2921
MYS,2010,103279004066.934
MYS,2011,105834963219.793
MYS,2012,111055540053.043
MYS,2013,115105709225.197
MYS,2014,121867374498.982
MYS,2015,128245494785.856
MYS,2016,133815804312.101
MYS,2017,140059887650.908
MYS,2018,144710001794.664
MYS,2019,148011788690.123
NAM,2000,1917979771.45655
NAM,2001,1927952183.70083
NAM,2002,2132391015.95152
NAM,2003,2233485233.61191
NAM,2004,2614244881.45937
NAM,2005,2622759691.16818
NAM,2006,3014729135.12906
NAM,2007,3171901093.70929
NAM,2008,3291263152.92701
NAM,2009,2801728468.39847
NAM,2010,3135508541.31722
NAM,2011,3209868671.28245
NAM,2012,3419072972.09112
NAM,2013,3598403024.36437
NAM,2014,3789667766.85083
NAM,2015,3839933616.39891
NAM,2016,3603272538.68835
NAM,2017,3577667590.35534
NAM,2018,3765615668.90437
NAM,2019,3666836162.08474
NCL,2000,0.0
NCL,2001,0.0
NCL,2002,0.0
NCL,2003,0.0
NCL,2004,0.0
NCL,2005,0.0
NCL,2006,0.0
NCL,2007,0.0
NCL,2008,0.0
NCL,2009,0.0
NCL,2010,0.0
NCL,2011,0.0
NCL,2012,0.0
NCL,2013,0.0
NCL,2014,0.0
NCL,2015,0.0
NCL,2016,0.0
NCL,2017,0.0
NCL,2018,0.0
NCL,2019,0.0
NER,2000,1222130394.03059
NER,2001,1268706861.12232
NER,2002,1310073387.82573
NER,2003,1356647317.51661
NER,2004,1371226084.87939
NER,2005,1351054134.32896
NER,2006,1406309093.22575
NER,2007,1381213507.26097
NER,2008,1412152830.34828
NER,2009,1637072507.84065
NER,2010,1805800924.14161
NER,2011,1828953063.82597
NER,2012,2328515168.08081
NER,2013,2496552747.01846
NER,2014,2556728868.82342
NER,2015,2546677433.48334
NER,2016,2494915560.7207
NER,2017,2663713030.85516
NER,2018,2819962463.22222
NER,2019,3064967819.43883
NGA,2000,72558650638.6285
NGA,2001,76618976703.8588
NGA,2002,77605872274.2959
NGA,2003,87042677386.3686
NGA,2004,88575782486.3955
NGA,2005,90077530409.1485
NGA,2006,88308445389.948
NGA,2007,86606119471.6506
NGA,2008,84835773641.963
NGA,2009,86961403316.8442
NGA,2010,91511607689.8843
NGA,2011,99190426330.3713
NGA,2012,101598470384.421
NGA,2013,103795928439.057
NGA,2014,110809583145.475
NGA,2015,108324322745.341
NGA,2016,98737214713.9376
NGA,2017,100856049771.857
NGA,2018,102743326500.734
NGA,2019,105118866259.976
NIC,2000,1576516858.26733
NIC,2001,1660714169.97815
NIC,2002,1628603023.12721
NIC,2003,1661162557.91035
NIC,2004,1825764695.06645
NIC,2005,1917807335.656
NIC,2006,1984711173.34416
NIC,2007,1987031069.51614
NIC,2008,1979031427.54378
NIC,2009,1806399153.78011
NIC,2010,1924153883.61334
NIC,2011,2131184617.85819
NIC,2012,2400212577.38888
NIC,2013,2618922788.91338
NIC,2014,2788995177.2459
NIC,2015,2928188947.56508
NIC,2016,3018344912.59365
NIC,2017,3088261783.43213
NIC,2018,3086181876.51932
NIC,2019,2980826591.74325
NIU,2000,0.0
NIU,2001,0.0
NIU,2002,0.0
NIU,2003,0.0
NIU,2004,0.0
NIU,2005,0.0
NIU,2006,0.0
NIU,2007,0.0
NIU,2008,0.0
NIU,2009,0.0
NIU,2010,0.0
NIU,2011,0.0
NIU,2012,0.0
NIU,2013,0.0
NIU,2014,0.0
NIU,2015,0.0
NIU,2016,0.0
NIU,2017,0.0
NIU,2018,0.0
NIU,2019,0.0
NLD,2000,156222863304.429
NLD,2001,159856288134.761
NLD,2002,159171870840.579
NLD,2003,156594978285.824
NLD,2004,160942719493.663
NLD,2005,164181241492.374
NLD,2006,167474360728.077
NLD,2007,174705339135.239
NLD,2008,178256015790.431
NLD,2009,164175357652.307
NLD,2010,166722523828.879
NLD,2011,169490756542.302
NLD,2012,165521410982.243
NLD,2013,165568156067.894
NLD,2014,165110855263.973
NLD,2015,165434387366.069
NLD,2016,169247084088.886
NLD,2017,177107715121.534
NLD,2018,182163580370.605
NLD,2019,184358842022.476
NOR,2000,154339067605.012
NOR,2001,156716968301.275
NOR,2002,158158057432.587
NOR,2003,158718773272.262
NOR,2004,163521287698.914
NOR,2005,164465114190.491
NOR,2006,161187868014.67
NOR,2007,160376527978.245
NOR,2008,159245211629.557
NOR,2009,153292249236.145
NOR,2010,149071335998.897
NOR,2011,147145738639.899
NOR,2012,149951868720.684
NOR,2013,148791057794.135
NOR,2014,150942089386.087
NOR,2015,153815817850.729
NOR,2016,154632578512.275
NOR,2017,159589740185.013
NOR,2018,156631194880.25
NOR,2019,153586557294.16
NPL,2000,1767439735.02683
NPL,2001,1831067564.32286
NPL,2002,1846898765.24332
NPL,2003,1904025504.41381
NPL,2004,1931306944.99371
NPL,2005,1989479140.82877
NPL,2006,2078417632.79225
NPL,2007,2160411305.48402
NPL,2008,2198072637.23346
NPL,2009,2185103996.22787
NPL,2010,2272499195.01986
NPL,2011,2370946364.26575
NPL,2012,2468796719.59546
NPL,2013,2537444707.34412
NPL,2014,2727097512.53717
NPL,2015,2781693073.70225
NPL,2016,2666721384.95981
NPL,2017,3123728209.97675
NPL,2018,3447486615.86353
NPL,2019,3701886978.6294
NRU,2000,0.0
NRU,2001,0.0
NRU,2002,0.0
NRU,2003,0.0
NRU,2004,0.0
NRU,2005,0.0
NRU,2006,0.0
NRU,2007,0.0
NRU,2008,0.0
NRU,2009,0.0
NRU,2010,0.0
NRU,2011,0.0
NRU,2012,0.0
NRU,2013,0.0
NRU,2014,0.0
NRU,2015,0.0
NRU,2016,0.0
NRU,2017,0.0
NRU,2018,0.0
NRU,2019,0.0
NZL,2000,26455143851.362
NZL,2001,26710962108.6487
NZL,2002,28854588455.5511
NZL,2003,29773314895.8281
NZL,2004,30976412470.2831
NZL,2005,31417743278.8167
NZL,2006,31431590517.5276
NZL,2007,33287620709.4974
NZL,2008,31237589067.5379
NZL,2009,30877725694.0406
NZL,2010,31026048753.9397
NZL,2011,30514586581.947
NZL,2012,31147812148.1236
NZL,2013,31731792591.9972
NZL,2014,33068122766.5476
NZL,2015,34223765558.509
NZL,2016,35177687644.9847
NZL,2017,36517818487.7922
NZL,2018,37489449976.6188
NZL,2019,37933402263.5917
OMN,2000,31008258345.071
OMN,2001,32351621678.7451
OMN,2002,31394454083.8905
OMN,2003,29549779425.5664
OMN,2004,28847440239.6463
OMN,2005,29578681744.5053
OMN,2006,30132357918.129
OMN,2007,29986873630.3714
OMN,2008,32718208771.4338
OMN,2009,35557028255.4687
OMN,2010,37445919081.3917
OMN,2011,38323755121.7124
OMN,2012,40461538621.2666
OMN,2013,41726658038.9282
OMN,2014,41558867236.3675
OMN,2015,43677443102.4718
OMN,2016,45779687966.9404
OMN,2017,45052433945.7485
OMN,2018,46021875734.1391
OMN,2019,46597393241.1594
PAK,2000,20518821137.624
PAK,2001,21710722512.5094
PAK,2002,22002711839.1784
PAK,2003,23538547394.7761
PAK,2004,27628171602.824
PAK,2005,29426580565.202
PAK,2006,30494384117.6964
PAK,2007,32851582347.2345
PAK,2008,35634962348.7578
PAK,2009,33779495181.2847
PAK,2010,34936150283.9751
PAK,2011,36510873723.4026
PAK,2012,37440975298.1244
